# gyro bias (body, rad/s): -0.001636	0.000448	0.001663
# corner resolved: [-1,+1,+1]  place_offset=3.097 deg  (best_dot=0.6135 runner_up=[-1,-1,+1] dot=0.6033)
# WARNING: best and runner-up corners are close -- cube may not
#   be resting stably on a single corner yet. Recheck before Stage 2.
t_ms	pulse_wheel	tau_Nm	pulse_active	phi_x_deg	phi_y_deg	phi_z_deg	om_x_dps	om_y_dps	om_z_dps	rho_x	rho_y	rho_z
# send c to re-resolve the corner candidate, w<0/1/2> to pick
# a wheel (0=X 1=Y 2=Z), p to fire a pulse, t<Nm> to change its
# size (try t0.08 if 0.05 doesn't move it)
# HOLD/BRACE THE CUBE FIRMLY BEFORE SENDING p
# WiFi build: d<N> sets telht pulse is CANCELLED
#   if no line arrives on Serial1 for 300 ms.
t_ms	pulse_wheel	tau_Nm	pulse_active	phi_x_deg	phi_y_deg	phi_z_deg	om_x_dps	om_y_dps	om_z_dps	rho_x	rho_y	rho_z
43793	2	0.0000	0	0.092	-37.912	37.003	0.94	3.47	-1.16	0.002	0.012	0.049
43801	2	0.0000	0	0.086	-37.904	36.990	0.82	2.97	-1.49	-0.012	0.012	0.062
43808	2	0.0000	0	0.082	-37.897	36.979	1.28	2.64	-1.74	-0.028	0.020	0.057
43815	2	0.0000	0	0.069	-37.895	36.966	1.11	2.49	-1.63	-0.028	0.013	0.067
43822	2	0.0000	0	0.059	-37.891	36.953	1.34	2.21	-1.47	-0.035	0.014	0.062
43828	2	0.0000	0	0.046	-37.889	36.940	0.82	2.52	-1.78	-0.011	0.004	0.039
43835	2	0.0000	0	0.034	-37.888	36.929	0.68	2.23	-1.46	-0.009	-0.000	0.017
43842	2	0.0000	0	0.025	-37.886	36.918	0.68	2.19	-1.42	-0.002	0.003	-0.009
43849	2	0.0000	0	0.027	-37.880	36.915	0.69	1.63	-1.29	0.007	0.002	-0.010
43856	2	0.0000	0	0.033	-37.873	36.913	1.16	0.94	-1.29	0.003	0.009	-0.039
43863	2	0.0000	0	0.047	-37.863	36.916	1.56	0.44	-1.19	0.002	0.006	-0.023
43870	2	0.0000	0	0.061	-37.853	36.919	2.00	0.14	-1.22	-0.004	0.022	-0.040
43877	2	0.0000	0	0.078	-37.843	36.923	2.40	-0.23	-1.25	-0.001	0.002	-0.040
43884	2	0.0000	0	0.086	-37.834	36.922	2.34	-0.57	-1.16	-0.013	-0.000	-0.044
43891	2	0.0000	0	0.093	-37.826	36.921	1.74	0.03	-1.17	-0.000	-0.022	-0.036
43898	2	0.0000	0	0.095	-37.821	36.917	1.49	0.15	-1.04	0.014	-0.030	-0.035
43905	2	0.0000	0	0.101	-37.814	36.916	1.00	0.40	-1.23	0.027	-0.039	-0.035
43912	2	0.0000	0	0.114	-37.809	36.922	0.89	0.50	-0.79	0.038	-0.019	-0.024
43919	2	0.0000	0	0.129	-37.803	36.929	0.89	0.21	-0.81	0.023	-0.008	-0.019
43926	2	0.0000	0	0.149	-37.796	36.940	1.10	-0.38	-0.54	0.016	0.008	-0.014
43934	2	0.0000	0	0.171	-37.788	36.952	1.48	-0.68	-0.41	-0.009	0.019	0.002
43941	2	0.0000	0	0.193	-37.779	36.963	1.68	-0.91	-0.38	-0.005	0.025	0.006
43947	2	0.0000	0	0.210	-37.774	36.973	1.58	-0.66	-0.21	-0.010	0.019	0.018
43954	2	0.0000	0	0.218	-37.771	36.977	1.40	-0.28	-0.52	-0.021	-0.001	0.022
43961	2	0.0000	0	0.225	-37.769	36.980	1.23	-0.10	0.00	-0.026	-0.012	0.033
43968	2	0.0000	0	0.229	-37.767	36.982	0.80	0.11	-0.31	-0.017	-0.029	0.023
43975	2	0.0000	0	0.230	-37.767	36.983	0.48	0.66	-0.01	-0.017	-0.032	0.021
43982	2	0.0000	0	0.233	-37.766	36.986	0.28	0.89	-0.04	-0.015	-0.017	0.031
43989	2	0.0000	0	0.244	-37.763	36.992	0.34	0.76	-0.08	-0.017	-0.012	0.031
43996	2	0.0000	0	0.254	-37.761	36.998	0.59	0.85	0.01	-0.006	-0.002	0.036
44003	2	0.0000	0	0.269	-37.756	37.007	0.58	0.61	-0.06	-0.010	0.011	0.016
44010	2	0.0000	0	0.280	-37.754	37.014	0.87	0.84	-0.17	0.008	0.016	0.000
44017	2	0.0000	0	0.289	-37.750	37.018	0.74	0.86	-0.15	0.009	0.018	-0.013
44024	2	0.0000	0	0.294	-37.748	37.021	0.49	0.94	0.02	0.018	0.014	-0.020
44031	2	0.0000	0	0.290	-37.749	37.019	0.23	1.38	-0.06	0.018	0.015	-0.026
44038	2	0.0000	0	0.281	-37.750	37.012	-0.42	1.97	0.01	0.007	0.009	-0.039
44045	2	0.0000	0	0.275	-37.751	37.007	-0.35	2.17	-0.05	0.001	-0.001	-0.044
44052	2	0.0000	0	0.268	-37.751	37.001	-0.42	2.77	-0.05	-0.006	-0.008	-0.051
44059	2	0.0000	0	0.263	-37.751	36.997	-0.71	2.79	-0.20	-0.016	0.001	-0.026
44066	2	0.0000	0	0.262	-37.749	36.994	-0.41	2.84	-0.24	-0.014	-0.003	-0.022
44073	2	0.0000	0	0.260	-37.748	36.992	-0.44	2.93	-0.40	-0.022	0.007	-0.014
44080	2	0.0000	0	0.258	-37.748	36.990	-0.61	2.86	-0.38	-0.026	0.005	-0.005
44087	2	0.0000	0	0.256	-37.747	36.986	-0.49	2.95	-0.38	-0.017	0.012	0.017
44094	2	0.0000	0	0.250	-37.747	36.982	-0.44	2.84	-0.32	-0.039	0.015	0.021
44101	2	0.0000	0	0.240	-37.750	36.975	-0.72	2.80	-0.10	-0.012	0.013	0.028
44108	2	0.0000	0	0.234	-37.748	36.967	-0.91	3.01	-0.23	-0.014	0.014	0.035
44116	2	0.0000	0	0.220	-37.748	36.956	-1.12	3.08	0.02	0.009	-0.010	0.030
44122	2	0.0000	0	0.208	-37.746	36.944	-1.02	3.47	-0.47	0.022	-0.023	0.038
44130	2	0.0000	0	0.196	-37.744	36.931	-1.04	3.79	-0.67	0.028	-0.034	0.041
44137	2	0.0000	0	0.184	-37.742	36.918	-1.41	3.91	-0.63	0.035	-0.020	0.029
44144	2	0.0000	0	0.176	-37.738	36.907	-1.04	3.79	-0.67	0.023	-0.003	0.012
44151	2	0.0000	0	0.164	-37.737	36.896	-1.09	3.81	-0.64	0.016	0.015	-0.013
44158	2	0.0000	0	0.151	-37.737	36.885	-0.94	3.74	-0.72	0.000	0.035	-0.025
44165	2	0.0000	0	0.132	-37.741	36.871	-0.98	3.83	-0.45	-0.005	0.032	-0.039
44171	2	0.0000	0	0.113	-37.745	36.859	-0.90	3.75	-0.35	-0.017	0.036	-0.044
44178	2	0.0000	0	0.091	-37.749	36.843	-0.89	3.65	0.06	-0.023	0.027	-0.061
44185	2	0.0000	0	0.067	-37.754	36.828	-1.11	3.53	-0.23	-0.013	0.025	-0.055
44193	2	0.0000	0	0.045	-37.758	36.812	-1.19	3.60	-0.33	-0.026	0.024	-0.016
44200	2	0.0000	0	0.029	-37.759	36.799	-0.98	3.27	-0.32	-0.004	0.003	-0.009
44207	2	0.0000	0	0.013	-37.760	36.785	-1.11	3.31	-0.02	-0.016	-0.017	0.010
44214	2	0.0000	0	-0.002	-37.761	36.773	-1.01	3.02	-0.14	-0.009	-0.020	0.027
44221	2	0.0000	0	-0.010	-37.759	36.764	-0.85	2.89	-0.27	-0.005	-0.028	0.050
44228	2	0.0000	0	-0.017	-37.755	36.754	-0.68	2.91	-0.25	0.003	-0.039	0.052
44235	2	0.0000	0	-0.029	-37.755	36.744	-0.41	2.62	-0.02	0.012	-0.022	0.053
44241	2	0.0000	0	-0.035	-37.751	36.735	-0.02	2.22	-0.34	0.008	-0.006	0.047
44248	2	0.0000	0	-0.050	-37.752	36.722	-0.12	2.16	-0.49	0.020	0.026	0.054
44255	2	0.0000	0	-0.062	-37.752	36.712	-0.09	2.03	-0.28	0.030	0.028	0.045
44262	2	0.0000	0	-0.078	-37.752	36.698	-0.19	2.08	-0.23	0.014	0.026	0.021
44269	2	0.0000	0	-0.093	-37.753	36.685	-0.38	2.25	-0.32	0.014	0.022	0.011
44276	2	0.0000	0	-0.108	-37.755	36.675	-0.78	2.21	-0.19	0.021	0.015	-0.021
44283	2	0.0000	0	-0.119	-37.756	36.666	-0.48	1.76	-0.04	0.020	0.004	-0.045
44290	2	0.0000	0	-0.126	-37.756	36.659	-0.22	1.77	0.32	-0.006	0.002	-0.077
44297	2	0.0000	0	-0.132	-37.755	36.653	0.18	1.42	0.58	-0.003	-0.016	-0.076
44304	2	0.0000	0	-0.135	-37.754	36.649	0.32	1.37	0.18	-0.017	-0.003	-0.085
44311	2	0.0000	0	-0.134	-37.751	36.648	0.51	1.24	0.22	-0.027	-0.016	-0.072
44318	2	0.0000	0	-0.130	-37.748	36.647	0.43	1.10	-0.09	-0.031	-0.013	-0.053
44325	2	0.0000	0	-0.132	-37.746	36.644	0.11	1.20	-0.08	-0.021	-0.016	-0.032
44332	2	0.0000	0	-0.138	-37.748	36.641	0.21	0.85	0.18	-0.022	-0.019	-0.018
44339	2	0.0000	0	-0.138	-37.748	36.641	0.02	0.58	-0.10	-0.010	-0.000	-0.005
44346	2	0.0000	0	-0.140	-37.748	36.639	0.20	0.28	0.12	0.009	-0.000	0.015
44353	2	0.0000	0	-0.139	-37.748	36.639	0.04	0.26	-0.33	0.007	0.015	0.044
44360	2	0.0000	0	-0.140	-37.747	36.638	0.08	0.14	-0.88	0.010	0.017	0.079
44367	2	0.0000	0	-0.144	-37.748	36.635	0.16	0.28	-1.00	0.035	0.005	0.087
44374	2	0.0000	0	-0.147	-37.748	36.633	0.22	0.21	-1.41	0.019	0.003	0.083
44381	2	0.0000	0	-0.151	-37.749	36.630	-0.02	0.40	-1.48	0.041	-0.002	0.068
44388	2	0.0000	0	-0.157	-37.752	36.628	-0.18	0.36	-1.17	0.052	-0.003	0.063
44395	2	0.0000	0	-0.156	-37.751	36.628	-0.05	0.11	-1.25	0.028	-0.000	0.031
44402	2	0.0000	0	-0.154	-37.750	36.629	0.09	0.29	-1.15	0.010	0.000	-0.003
44409	2	0.0000	0	-0.146	-37.744	36.630	0.12	0.04	-1.14	0.007	0.006	-0.018
44416	2	0.0000	0	-0.138	-37.739	36.632	0.32	0.10	-1.09	-0.014	0.004	-0.053
44423	2	0.0000	0	-0.128	-37.731	36.634	0.57	-0.03	-1.21	-0.032	-0.000	-0.061
44430	2	0.0000	0	-0.121	-37.726	36.634	0.45	-0.23	-1.41	-0.036	-0.008	-0.066
44437	2	0.0000	0	-0.110	-37.716	36.635	0.75	0.04	-1.67	-0.042	-0.007	-0.066
44444	2	0.0000	0	-0.104	-37.710	36.634	0.48	0.15	-1.73	-0.033	-0.007	-0.050
44451	2	0.0000	0	-0.099	-37.703	36.632	0.30	0.28	-1.77	-0.025	-0.006	-0.040
44458	2	0.0000	0	-0.097	-37.700	36.630	0.23	0.17	-1.80	-0.008	0.004	-0.025
44465	2	0.0000	0	-0.094	-37.698	36.631	-0.35	-0.05	-1.85	-0.001	0.019	-0.006
44472	2	0.0000	0	-0.083	-37.693	36.635	-0.29	-0.27	-1.80	0.022	0.027	0.005
44479	2	0.0000	0	-0.078	-37.690	36.638	-0.16	-0.53	-1.88	0.021	0.031	0.028
44486	2	0.0000	0	-0.073	-37.688	36.640	0.07	-0.63	-1.91	0.016	0.036	0.035
44493	2	0.0000	0	-0.064	-37.683	36.643	0.09	-0.48	-2.18	0.018	0.024	0.051
44500	2	0.0000	0	-0.057	-37.678	36.644	0.28	-0.73	-2.44	0.012	0.008	0.060
44507	2	0.0000	0	-0.053	-37.675	36.645	0.20	-0.75	-2.45	0.017	-0.020	0.045
44513	2	0.0000	0	-0.050	-37.672	36.644	0.30	-0.60	-2.38	0.017	-0.030	0.039
44520	2	0.0000	0	-0.048	-37.669	36.643	0.10	-0.54	-2.24	0.010	-0.041	0.025
44527	2	0.0000	0	-0.046	-37.666	36.642	0.24	-0.42	-2.38	0.007	-0.034	0.014
44534	2	0.0000	0	-0.043	-37.662	36.641	-0.10	-0.14	-2.44	0.004	-0.030	-0.010
44542	2	0.0000	0	-0.035	-37.656	36.642	0.16	-0.43	-1.78	-0.004	-0.024	-0.035
44549	2	0.0000	0	-0.023	-37.649	36.645	0.36	-0.78	-1.62	-0.015	-0.021	-0.042
44556	2	0.0000	0	-0.005	-37.637	36.650	0.29	-0.64	-1.91	-0.024	0.007	-0.054
44563	2	0.0000	0	0.010	-37.626	36.653	0.44	-0.84	-1.86	-0.027	0.018	-0.047
44570	2	0.0000	0	0.026	-37.614	36.655	0.30	-1.07	-1.91	-0.019	0.031	-0.051
44577	2	0.0000	0	0.042	-37.602	36.657	0.26	-0.67	-1.95	-0.011	0.036	-0.030
44583	2	0.0000	0	0.053	-37.592	36.657	0.10	-0.58	-1.77	-0.000	0.029	-0.011
44590	2	0.0000	0	0.062	-37.584	36.657	-0.14	-0.21	-1.58	0.022	0.014	0.004
44597	2	0.0000	0	0.072	-37.578	36.660	-0.55	-0.30	-1.41	0.024	0.006	0.002
44604	2	0.0000	0	0.081	-37.573	36.663	-0.93	-0.20	-1.22	0.035	-0.005	0.014
44611	2	0.0000	0	0.091	-37.567	36.666	-0.81	0.21	-0.81	0.027	-0.004	0.020
44619	2	0.0000	0	0.105	-37.560	36.672	-0.99	-0.44	-0.51	0.013	-0.000	0.020
44626	2	0.0000	0	0.116	-37.557	36.678	-0.66	-0.43	-0.32	0.004	-0.015	0.010
44632	2	0.0000	0	0.126	-37.553	36.683	-0.83	-0.53	-0.26	-0.017	-0.013	0.024
44639	2	0.0000	0	0.132	-37.550	36.685	-0.84	-0.34	-0.33	-0.007	-0.015	0.025
44646	2	0.0000	0	0.134	-37.549	36.687	-1.00	-0.21	-0.62	-0.008	-0.021	0.020
44653	2	0.0000	0	0.126	-37.552	36.682	-1.27	0.36	-0.40	-0.010	-0.021	0.013
44660	2	0.0000	0	0.115	-37.556	36.676	-1.59	0.63	-0.56	0.008	-0.030	0.018
44667	2	0.0000	0	0.104	-37.560	36.671	-1.93	1.01	-0.27	0.003	-0.034	0.006
44675	2	0.0000	0	0.093	-37.565	36.666	-2.08	1.04	-0.15	0.013	-0.005	0.006
44682	2	0.0000	0	0.082	-37.571	36.662	-1.96	0.62	-0.39	-0.007	0.011	-0.011
44689	2	0.0000	0	0.073	-37.577	36.660	-2.03	0.84	-0.00	-0.017	0.040	-0.013
44696	2	0.0000	0	0.066	-37.581	36.658	-1.92	0.60	0.02	-0.031	0.047	-0.002
44703	2	0.0000	0	0.058	-37.584	36.654	-1.95	0.69	-0.15	-0.047	0.054	-0.015
44710	2	0.0000	0	0.046	-37.588	36.647	-2.22	0.72	-0.12	-0.034	0.054	0.008
44717	2	0.0000	0	0.031	-37.591	36.637	-2.48	0.82	-0.28	-0.035	0.035	-0.010
44724	2	0.0000	0	0.013	-37.596	36.626	-2.66	1.06	-0.13	-0.017	0.008	0.003
44731	2	0.0000	0	-0.003	-37.600	36.615	-2.90	1.40	-0.22	0.005	-0.018	-0.000
44738	2	0.0000	0	-0.019	-37.603	36.605	-3.25	1.70	-0.17	0.018	-0.026	0.013
44745	2	0.0000	0	-0.033	-37.608	36.597	-3.59	1.64	0.11	0.016	-0.051	0.011
44752	2	0.0000	0	-0.044	-37.612	36.591	-3.25	1.57	-0.05	0.017	-0.051	-0.020
44759	2	0.0000	0	-0.052	-37.615	36.587	-3.12	1.19	0.00	0.023	-0.039	-0.010
44766	2	0.0000	0	-0.061	-37.619	36.583	-3.14	0.70	0.29	0.015	-0.017	-0.002
44773	2	0.0000	0	-0.074	-37.626	36.578	-3.13	0.64	0.23	0.016	-0.006	-0.022
44780	2	0.0000	0	-0.090	-37.632	36.571	-3.24	0.84	0.26	0.012	0.012	-0.013
44787	2	0.0000	0	-0.113	-37.640	36.558	-3.80	0.71	0.31	0.013	0.016	-0.012
44794	2	0.0000	0	-0.144	-37.651	36.540	-3.92	1.08	0.16	0.009	0.024	-0.000
44801	2	0.0000	0	-0.177	-37.661	36.522	-4.51	1.43	0.41	0.018	0.023	-0.009
44808	2	0.0000	0	-0.210	-37.672	36.503	-4.86	1.73	0.46	0.007	0.017	-0.004
44815	2	0.0000	0	-0.244	-37.685	36.486	-5.00	1.75	0.47	-0.008	0.021	0.004
44822	2	0.0000	0	-0.270	-37.695	36.473	-4.91	1.61	0.94	-0.019	0.005	0.003
44829	2	0.0000	0	-0.296	-37.705	36.461	-4.80	1.39	0.63	-0.031	0.021	-0.013
44836	2	0.0000	0	-0.317	-37.715	36.450	-4.50	0.94	0.78	-0.031	0.010	-0.008
44843	2	0.0000	0	-0.340	-37.725	36.441	-4.21	0.54	1.00	-0.033	0.007	-0.014
44850	2	0.0000	0	-0.366	-37.736	36.429	-4.26	0.44	1.15	-0.039	0.014	-0.008
44856	2	0.0000	0	-0.397	-37.749	36.414	-4.35	0.34	1.23	-0.024	-0.009	-0.018
44863	2	0.0000	0	-0.431	-37.763	36.397	-4.40	0.35	1.58	-0.012	-0.024	-0.010
44870	2	0.0000	0	-0.468	-37.776	36.378	-4.74	0.36	1.49	0.003	-0.026	-0.009
44878	2	0.0000	0	-0.507	-37.790	36.357	-5.07	0.39	1.69	0.019	-0.032	0.008
44885	2	0.0000	0	-0.542	-37.804	36.340	-4.88	0.59	1.72	0.023	-0.017	0.007
44892	2	0.0000	0	-0.575	-37.817	36.323	-4.90	0.41	1.71	0.036	-0.013	0.011
44899	2	0.0000	0	-0.605	-37.830	36.310	-4.88	0.00	1.57	0.034	0.016	0.030
44905	2	0.0000	0	-0.633	-37.845	36.299	-4.43	-0.19	1.63	0.039	0.029	0.024
44912	2	0.0000	0	-0.661	-37.859	36.289	-4.38	-0.24	1.32	0.024	0.034	0.048
44919	2	0.0000	0	-0.687	-37.873	36.279	-4.25	-0.46	1.19	0.023	0.023	0.034
44926	2	0.0000	0	-0.716	-37.889	36.270	-4.22	-0.16	0.97	0.004	0.015	0.038
44933	2	0.0000	0	-0.747	-37.908	36.260	-4.21	-0.09	1.21	-0.005	-0.000	0.040
44940	2	0.0000	0	-0.779	-37.926	36.250	-4.10	0.18	0.71	-0.009	-0.006	0.033
44947	2	0.0000	0	-0.816	-37.946	36.237	-4.48	0.15	0.60	-0.006	-0.016	0.023
44955	2	0.0000	0	-0.851	-37.967	36.227	-4.52	0.63	0.48	-0.014	-0.027	0.005
44962	2	0.0000	0	-0.882	-37.987	36.219	-4.14	0.66	0.17	-0.016	-0.030	0.001
44969	2	0.0000	0	-0.908	-38.003	36.211	-4.21	0.92	0.08	-0.031	-0.023	-0.010
44976	2	0.0000	0	-0.930	-38.017	36.206	-3.83	0.79	-0.38	-0.020	-0.030	-0.019
44982	2	0.0000	0	-0.952	-38.031	36.200	-3.58	0.84	-0.68	-0.007	-0.005	-0.030
44990	2	0.0000	0	-0.972	-38.041	36.193	-3.47	0.73	-0.79	-0.021	-0.001	-0.031
44996	2	0.0000	0	-0.992	-38.049	36.183	-3.47	0.94	-1.00	0.007	0.001	-0.038
45004	2	0.0000	0	-1.016	-38.058	36.169	-3.55	1.02	-1.10	-0.003	0.008	-0.037
45011	2	0.0000	0	-1.036	-38.062	36.157	-3.64	1.23	-0.89	0.019	0.006	-0.035
45018	2	0.0000	0	-1.055	-38.064	36.142	-3.98	1.21	-0.65	0.013	0.022	-0.029
45025	2	0.0000	0	-1.073	-38.064	36.125	-4.06	1.46	-0.92	0.045	0.021	-0.022
45032	2	0.0000	0	-1.089	-38.063	36.110	-3.86	1.15	-0.81	0.028	0.020	-0.008
45039	2	0.0000	0	-1.103	-38.060	36.096	-3.52	1.48	-0.74	0.022	0.014	0.000
45046	2	0.0000	0	-1.120	-38.059	36.080	-3.01	1.34	-0.79	0.011	0.006	0.015
45053	2	0.0000	0	-1.136	-38.058	36.065	-2.71	1.22	-0.66	-0.003	-0.005	0.022
45060	2	0.0000	0	-1.155	-38.060	36.049	-2.44	1.15	-0.65	-0.003	-0.016	0.032
45067	2	0.0000	0	-1.177	-38.063	36.033	-2.62	1.04	-0.15	-0.030	-0.024	0.030
45074	2	0.0000	0	-1.206	-38.072	36.016	-2.41	1.13	0.19	-0.025	-0.045	0.009
45081	2	0.0000	0	-1.233	-38.082	36.002	-2.44	1.29	0.27	-0.021	-0.063	0.015
45088	2	0.0000	0	-1.257	-38.092	35.991	-2.24	1.19	0.17	-0.020	-0.054	0.003
45095	2	0.0000	0	-1.276	-38.101	35.983	-1.90	1.10	0.34	-0.032	-0.020	-0.004
45102	2	0.0000	0	-1.294	-38.109	35.975	-1.83	1.22	0.37	-0.014	-0.018	-0.020
45110	2	0.0000	0	-1.312	-38.118	35.968	-1.50	0.88	0.47	-0.021	0.016	-0.013
45117	2	0.0000	0	-1.326	-38.123	35.961	-1.07	0.89	0.57	0.004	0.020	-0.028
45124	2	0.0000	0	-1.337	-38.128	35.956	-0.70	0.51	0.79	-0.001	0.032	-0.013
45131	2	0.0000	0	-1.347	-38.132	35.951	-0.36	0.86	0.53	0.003	0.033	-0.012
45138	2	0.0000	0	-1.357	-38.135	35.945	-0.13	1.41	0.91	0.020	0.019	-0.026
45145	2	0.0000	0	-1.368	-38.138	35.938	-0.08	1.30	0.97	0.040	0.007	-0.006
45152	2	0.0000	0	-1.376	-38.139	35.932	-0.05	1.72	1.05	0.047	0.008	-0.001
45159	2	0.0000	0	-1.382	-38.139	35.927	0.10	2.00	1.67	0.043	0.002	0.006
45166	2	0.0000	0	-1.382	-38.138	35.926	0.58	2.40	2.07	0.028	-0.005	0.007
45173	2	0.0000	0	-1.380	-38.139	35.928	1.04	2.38	3.00	0.016	0.007	-0.003
45180	2	0.0000	0	-1.375	-38.135	35.929	1.15	2.49	3.72	0.012	-0.013	0.005
45187	2	0.0000	0	-1.372	-38.132	35.929	1.64	2.88	4.44	-0.003	-0.029	-0.014
45194	2	0.0000	0	-1.363	-38.126	35.931	1.89	3.56	5.30	-0.018	-0.044	-0.009
45201	2	0.0000	0	-1.360	-38.121	35.928	1.80	3.84	5.74	-0.021	-0.038	-0.002
45208	2	0.0000	0	-1.360	-38.117	35.925	1.70	4.50	6.66	-0.020	-0.029	-0.009
45215	2	0.0000	0	-1.363	-38.115	35.920	1.88	4.71	7.55	-0.006	-0.017	-0.023
45222	2	0.0000	0	-1.370	-38.117	35.915	2.11	5.24	8.69	-0.013	0.005	-0.021
45229	2	0.0000	0	-1.379	-38.119	35.910	2.09	5.30	9.18	-0.016	0.040	0.004
45236	2	0.0000	0	-1.394	-38.126	35.903	2.61	5.52	9.39	-0.011	0.036	0.001
45243	2	0.0000	0	-1.409	-38.133	35.897	2.96	5.91	9.70	-0.005	0.050	-0.009
45250	2	0.0000	0	-1.430	-38.143	35.888	3.40	6.23	10.10	-0.001	0.044	0.008
45257	2	0.0000	0	-1.460	-38.159	35.878	3.75	6.09	10.65	0.002	0.025	0.018
45263	2	0.0000	0	-1.495	-38.180	35.867	3.70	6.18	10.91	0.006	0.011	0.006
45270	2	0.0000	0	-1.532	-38.204	35.858	4.11	6.36	11.27	0.018	0.008	0.014
45278	2	0.0000	0	-1.571	-38.231	35.850	4.23	6.82	11.65	0.015	-0.009	0.019
45285	2	0.0000	0	-1.614	-38.261	35.841	4.45	6.89	11.89	0.019	-0.012	0.014
45292	2	0.0000	0	-1.649	-38.288	35.837	4.98	6.80	11.98	0.007	-0.028	0.013
45299	2	0.0000	0	-1.680	-38.310	35.832	5.51	7.00	12.09	0.006	-0.025	0.025
45305	2	0.0000	0	-1.706	-38.331	35.829	6.04	6.83	11.84	-0.005	-0.030	0.037
45313	2	0.0000	0	-1.730	-38.351	35.827	6.75	7.20	11.70	-0.030	-0.009	0.027
45319	2	0.0000	0	-1.749	-38.366	35.825	7.29	7.16	11.31	-0.037	-0.010	0.024
45326	2	0.0000	0	-1.768	-38.380	35.822	7.45	7.53	10.99	-0.040	0.000	0.017
45333	2	0.0000	0	-1.786	-38.394	35.820	7.78	7.89	10.83	-0.029	0.009	0.003
45340	2	0.0000	0	-1.801	-38.405	35.816	8.00	8.43	10.60	-0.032	0.013	-0.016
45347	2	0.0000	0	-1.816	-38.415	35.814	7.77	9.17	10.30	-0.015	0.009	-0.022
45354	2	0.0000	0	-1.827	-38.424	35.813	7.96	9.41	10.29	-0.014	0.004	-0.021
45361	2	0.0000	0	-1.834	-38.431	35.814	8.08	9.63	10.16	0.007	0.010	-0.027
45368	2	0.0000	0	-1.831	-38.434	35.820	8.51	10.02	9.87	-0.009	0.015	-0.030
45375	2	0.0000	0	-1.827	-38.436	35.825	9.06	10.16	9.93	0.013	0.008	-0.039
45382	2	0.0000	0	-1.821	-38.437	35.831	9.34	10.15	9.75	0.026	0.006	-0.050
45389	2	0.0000	0	-1.812	-38.435	35.836	9.73	10.47	9.90	0.014	0.002	-0.047
45396	2	0.0000	0	-1.804	-38.431	35.840	9.71	10.57	9.92	0.023	-0.008	-0.026
45403	2	0.0000	0	-1.803	-38.429	35.839	9.64	11.09	10.00	0.035	-0.013	-0.020
45410	2	0.0000	0	-1.805	-38.426	35.834	9.58	11.37	10.20	0.041	-0.017	-0.015
45417	2	0.0000	0	-1.806	-38.421	35.829	9.56	11.82	10.30	0.021	-0.011	0.009
45424	2	0.0000	0	-1.810	-38.418	35.821	9.52	12.00	10.05	0.011	0.006	0.047
45431	2	0.0000	0	-1.811	-38.412	35.815	9.85	12.36	9.89	0.006	0.006	0.045
45438	2	0.0000	0	-1.812	-38.406	35.808	10.28	12.48	10.18	-0.020	0.011	0.064
45445	2	0.0000	0	-1.816	-38.401	35.800	10.13	12.52	10.30	-0.045	0.028	0.055
45452	2	0.0000	0	-1.827	-38.400	35.789	10.56	12.31	10.61	-0.039	0.032	0.036
45459	2	0.0000	0	-1.831	-38.396	35.782	10.97	12.42	10.72	-0.043	0.024	0.048
45466	2	0.0000	0	-1.841	-38.395	35.772	11.41	12.57	10.87	-0.040	0.029	0.033
45473	2	0.0000	0	-1.850	-38.392	35.762	11.59	12.66	10.70	-0.031	0.012	0.005
45480	2	0.0000	0	-1.856	-38.389	35.753	11.75	13.09	10.44	-0.006	0.004	-0.001
45487	2	0.0000	0	-1.863	-38.386	35.744	12.05	12.98	10.25	0.006	-0.007	-0.018
45494	2	0.0000	0	-1.868	-38.382	35.735	12.44	13.20	10.38	0.009	0.000	-0.041
45501	2	0.0000	0	-1.870	-38.377	35.729	12.78	13.37	10.29	0.023	-0.026	-0.060
45508	2	0.0000	0	-1.868	-38.371	35.725	12.98	13.23	10.23	0.028	-0.034	-0.066
45515	2	0.0000	0	-1.863	-38.364	35.723	12.99	13.38	9.96	0.039	-0.035	-0.071
45522	2	0.0000	0	-1.850	-38.355	35.725	13.26	13.24	9.73	0.049	-0.011	-0.055
45529	2	0.0000	0	-1.833	-38.343	35.729	13.63	13.11	9.70	0.036	-0.011	-0.057
45536	2	0.0000	0	-1.814	-38.331	35.733	13.46	12.96	9.80	0.017	0.017	-0.043
45543	2	0.0000	0	-1.794	-38.316	35.736	13.65	13.08	9.92	0.012	0.033	-0.021
45550	2	0.0000	0	-1.775	-38.301	35.739	13.61	12.91	10.01	-0.003	0.034	-0.001
45557	2	0.0000	0	-1.758	-38.284	35.737	13.50	13.20	9.95	0.001	0.045	0.015
45564	2	0.0000	0	-1.740	-38.267	35.736	13.00	13.38	9.96	-0.019	0.034	0.037
45572	2	0.0000	0	-1.724	-38.249	35.732	13.20	13.52	9.92	-0.032	0.019	0.051
45579	2	0.0000	0	-1.710	-38.232	35.729	13.22	13.66	9.97	-0.013	0.015	0.057
45586	2	0.0000	0	-1.696	-38.216	35.725	13.13	13.80	9.94	-0.002	-0.011	0.051
45593	2	0.0000	0	-1.679	-38.200	35.725	12.94	14.01	9.80	0.001	-0.023	0.037
